,Unnamed: 0,Review,Sentiment
1339,1339,top markotoooopppp,Positive
1340,1340,aman terima senang wangi enak,Positive
1341,1341,suka bangeeeeettt,Positive
1342,1342,wangi enak kayak creambath salon,Positive
1343,1343,cinta banget produk rambut lembut wangi bangettss always pakai shampoo exp packingan mantap,Positive
1344,1344,belanja kali orisinal packing super aman mantap gan,Positive
1345,1345,pesan sore packing super aman dobel bubble wrapsdus mantapppp edit ulas coba terima kasih,Positive
1346,1346,admin cekat paking rapi,Positive
1347,1347,gerak cepat adminnya top pokok,Positive
1348,1348,coba moga bagus hasil shampoo noni mokeru packing mantull respon seller cepat goodlah,Positive
1349,1349,suka sabun enak segar apagi pakai olahraga,Positive
1350,1350,suka body wash,Positive
1351,1351,beli official store februari februari siang cepat terima kasih banget cussons harga flass sale murah,Positive
1352,1352,sabun nya pakee mint kerasaa banget enak sih habis mandi dingin,Positive
1353,1353,suka efek nyesss adem pakai sabun promo beli bareng bungkus rapi bubble wrap aman terima,Positive
1354,1354,fast resp seller kirim cepat packaging rapihhh aman lengkap sesuai thankss lott,Positive
1355,1355,senang best deal beli gratis produk original emas cepat aman packaging plastik tambah ekstra proteksi pakai bubble wrap tebal kasih bonus susu dus kasih baby he overall terima kasih lot seller,Positive
1356,1356,dabest pokokmya kirim lampung proses gerak cepat puas teruuuus kecewa original source mantap,Positive
1357,1357,co jam bungkus kirim super cepat produk aman tumpahini sabun oke nyembuhin jerawat plisss discontinue yaaaaa mintnya segar banget,Positive
1358,1358,suka original source mint,Positive
1359,1359,pokok suka banget sabun,Positive
1360,1360,delivery twinpack didelivery komplain kompensasi first and last belanja official store,Negative
1361,1361,beli twinpack kirim mohon tanggung kakak bayar harga twinpack,Negative
1362,1362,expiry date jual sayang ambil video unboxing yaa sangka judul toko official store check barcode item beda produk beli bareng,Negative
1363,1363,sampai rekomen beli minggu sampai,Negative
1364,1364,order november dec order official store itu follow up ekspedisi status toped tunggu pick up paket bungkus aman lembar plastik basah kena hujan kapok berani belanja disinimelulu dichat jual balas sistem informasi tunggu pick up,Negative
1365,1365,sesal mati beli produk beli gara gara lihat ulas positif sumpah krim bau enak gambar bau padu muntah bayi minyak nyong om om parah kasih ulas hidung mati kirim sih cepat bagus but maaf produk is nightmare pricey beli wak doyok wangi enak murah this cream is really not recommended,Negative
1366,1366,order pcs datang pcs tahu bongkar resin kotak kemas isi complain tolak uang video unboxing unilever official account percaya,Negative
1367,1367,lihat flash sale beli buka deskripsi i mean unilever official store expirednya sisa beli hand sanitizer merek belah pas sale expirednya cepat proses proses jeda menit ajar percaya brand baca review deskripsi,Negative
1368,1368,beli hitam terima komplain video ulang video rekam,Negative
1369,1369,exp beli jual alam harga miring mumer waspada,Negative
1370,1370,exp april beli total pcs jual exp ambil bodoh pakai habis exp,Negative
1371,1371,pesan kirim,Negative
1372,1372,beli kemas jelek pecah seller tanggung,Negative
1373,1373,recomanded harga promo mahal toko belah lapak online official store main harga monopoli tokopedia,Negative
1374,1374,pesan shampoo body wash terima body wash shampoo terima video unboxing percaya seller official menang menang solution bintang terima kasih,Negative
1375,1375,beli loreal serioxyl giftnya ajaini sih official account,Negative
1376,1376,packingan barang beranta rapi,Negative
1377,1377,rugi bareng video in order gift bareng mahal komplain,Negative
1378,1378,admin slow response konfirmasi sedia bonus gift kirim,Negative
1379,1379,kasih bonus gratis hair mask serie expert expire barang pas pakai bikin kepala ketombe niat gratis sih bikin rusak rambut,Negative
1380,1380,lengkap yidak belanja toko remi loreal,Negative
1381,1381,terima status kirim beli baru uang,Negative
1382,1382,expirednya coba konfirmasi habis malu toko resmi ambil pahala malas ongkos kirim bolak,Negative
1383,1383,kirim leak isi habis kirim ganti leak parfum habis botol kosong,Negative
1384,1384,terima kembali dana terima suruh urus toped,Negative
1385,1385,pesan cek ulang,Negative
1386,1386,catat beli produk hadiah perhati ada hadiahpromo mesti transparan hadiah sayang akun oficial store toko dia mesti tinjau promosi transparan jebak moga kecewa,Negative
1387,1387,produk bocor packing bagus dus basah isi botol habis stengah masuk seller packing aman,Negative
1388,1388,terima kasih terima packing terima,Negative
1389,1389,bau pasar pakai sakit kepala expektasi rugi harga segitu,Negative
1390,1390,parfum bungkus rapi curiga cium aroma buka kardus luar buka kardus kardus dalam basah buka dalam isi parfum masalah oengemasan kirim mohon evaluasi terima kasih,Negative
1391,1391,kemas hancurrr pecah beranta pakai ssmoga depan safety packing,Negative
1392,1392,parfum bungkus rapi curiga cium aroma buka kardus luar buka kardus kardus dalam basah buka dalam isi parfum masalah oengemasan kirim mohon evaluasi terima kasih,Negative
1393,1393,bau pasar pakai sakit kepala expektasi rugi harga segitu,Negative
1394,1394,pesan bareng menit aju batal tolak mes ulang metode bayar layan jelek,Negative
1395,1395,beli produk beres agen,Negative
1396,1396,klaim prnggantian dettol bilang salah kirim bayar insurance ganti capek,Negative
1397,1397,official store sih komplain packing abai hubung beli atas perushaan perhati packing packing,Negative
1398,1398,tahan wangi klaim sebut jam,Negative
1399,1399,packaging baik parfum tumpah,Negative
1400,1400,mantap deskripsi terima kasih,Positive
1401,1401,order deskripsi,Positive
1402,1402,balon cakap gampang tiup terima kasih seller,Positive
1403,1403,pesan mendaratkualitas bagus kirim cepat,Positive
1404,1404,terima kasih,Positive
1405,1405,bagus packing aman,Positive
1406,1406,bagus kotak harga murah kirim cepat,Positive
1407,1407,pesan packing rapi,Positive
1408,1408,bagus tempel kayu,Positive
1409,1409,orisinal harga murah seller fast response ramah cepat,Positive
1410,1410,kirim cepat packing aman bagus deskripsi terima kasih,Positive
1411,1411,terima pesan,Positive
1412,1412,produk deskripsi seller ramah kirim,Positive
1413,1413,terima kasih juragan selamat,Positive
1414,1414,pesan,Positive
1415,1415,kirim paket terima coba fungsi terima kasih sukses,Positive
1416,1416,brang normal deskripsi kirim cepat,Positive
1417,1417,mantap nya aman alhamdulillah,Positive
1418,1418,bagus puas,Positive
1419,1419,bagus reseller gerak cepat banget,Positive
1420,1420,kirim cepat terima,Positive
1421,1421,selamatpackaging rapi mesan malangterima kasih,Positive
1422,1422,kualitas mantap kirim cepat,Positive
1423,1423,lilin bagus bau tahan sd jam,Positive
1424,1424,terima,Positive
1425,1425,packing rapi bareng pesan,Positive
1426,1426,packaging rapi lilin utuh response jual cepat,Positive
1427,1427,terima aman respon cepat paking rapi kirim cepat jadwal terima kasih,Positive
1428,1428,mantap lili terima kasih,Positive
1429,1429,produk respon cepat kirim cepat,Positive
1430,1430,produk bagus paking aman rapi respon kirim cepat,Positive
1431,1431,bareng terima kasih respon cepat terima kasih,Positive
1432,1432,bagus cepat packaging aman,Positive
1433,1433,terima kasih,Positive
1434,1434,produk emas rapi,Positive
1435,1435,terima kasih,Positive
1436,1436,mantap respon cepat banget cepat estimasi,Positive
1437,1437,mantap pesan,Positive
1438,1438,mantap juragan kembang api roman shot skripsi nya kirim cptmaaf lambat ulas juragan barng coba mantaptks juragan sukses,Positive
1439,1439,baranga mantap jooss,Positive
1440,1440,lambat,Negative
1441,1441,dikrm beda pesan,Negative
1442,1442,sobek,Negative
1443,1443,kirim barang,Negative
1444,1444,bareng terima etalase toko tipis kotak nasi padang tebal kirim kado kota,Negative
1445,1445,instruksi bingung,Negative
1446,1446,kirim kirim timbang,Negative
1447,1447,paket,Negative
1448,1448,kardus kirim packing pakai plastik kecewa,Negative
1449,1449,add kardus kasih packingan kurir robek,Negative
1450,1450,kecewa packingan kardus berbyr kardus tambah lindung apa pesan penyok partai komunis indonesia kardus berbyr pesan terbks rusak total,Negative
1451,1451,paket bungkus barang,Negative
1452,1452,sumbu lilin nyala susah api jelek,Negative
1453,1453,box mika lilin foto lilin cacat mesti bungkus pakai bubble wrap plastik tipis plastik lem seller package dibenarin pakai kardus box kardus mie instan selap untung beli rusak benarbenar kecewa sih servis toko pikir berkalikali belanja,Negative
1454,1454,pesan stok habis kecewa,Negative
1455,1455,kualitas bagus pegang stiker tes gampang kelupas not recomended kualitas murah,Negative
1456,1456,kirim,Negative
1457,1457,kecewa,Negative
1458,1458,gambar beres ulang lem balon komplain tokopedia biaya kecewa jual lagi informasi sedia maaf kasih rate,Negative
1459,1459,kecewa order bayar pakai gosend instan,Negative
1460,1460,suruh pakai bubblewrap aman barang kasih bubblewrap bayar,Negative
1461,1461,kecewa karrna keterngannya lembar,Negative
1462,1462,warna ready bayar jam bilang warna habis cari warna,Negative
1463,1463,lepas apa alas seller kasir apa kirim kirim transaksi kecewa layan butuh tugas kampus,Negative
1464,1464,terima rusak pecah krayon salah toko kemas semangat kirim kecewa,Negative
1465,1465,jual teliti saran beli embossed warna putih kontras jelek padu nomor diembose catat jual lalai komentar hasil diembosed kecewa kasih foto cetak,Negative
1466,1466,barang pesan balon hati beda,Negative
1467,1467,gede balon iklan,Negative
1468,1468,jual balon warna gold dama silver pesan balo gold silvernya pcs warna warni chating oke hufth beli kecewa,Negative
1469,1469,kecewa layan toko masalah suruh tekan komplain kenyataanya ribet belakang kapok belanja nila rb video fungsi tolak komplain moga berkah,Negative
1470,1470,balon gambarga bagus kualitasketipu gambar nyakecewa,Negative
1471,1471,balon,Negative
1472,1472,aktual harap,Negative
1473,1473,pc warna merah muda lampu copot chat complain balas kecewa,Negative
1474,1474,nyala batt anak kecewa tukar,Negative
1475,1475,susah payah tarik balon biar mekar bolong,Negative
1476,1476,beli nyala kecewa,Negative
1477,1477,gambar beres ulang tata balon komplain tokopedia biaya kecewa jual lagi informasi sedia maaf kasih rate,Negative
1478,1478,not recomended seller gara gara toko surprise ulang momen hancur parahhhhh nyesel belanja toko,Negative
1479,1479,kecewa ekspektasi gambar tangkai bening tampak kuat ukur cm lai sambung,Negative
1480,1480,jual lambat respon jual kirim lanjur basi balon,Negative
1481,1481,packing rapih balon foil kusut lipat dikuntalkuntal masuk plastik size oke size lecek kusut chat bilang jual lecek kasih,Negative
1482,1482,instruksi rakit gana barang beda pesan,Negative
1483,1483,kirim rakit box susah,Negative
1484,1484,susah buat erti ribet packing lecek robek kertas,Negative
1485,1485,jual jujur respon banyak bot,Negative
1486,1486,beli kirim malas complain,Negative
1487,1487,kirim,Negative
1488,1488,jelekkkk,Negative
1489,1489,kuat lem lemah,Negative
1490,1490,kardus bekas jual itu rusak susu,Negative
1491,1491,kirim,Negative
1492,1492,worst service,Negative
1493,1493,order sampai lambat ampun informasi overload order itu kirim konfirmasi overload order tanggung,Negative
1494,1494,amanah,Negative
1495,1495,pesan kirim,Negative
1496,1496,warna minta,Negative
1497,1497,parah note kasih chip desain logo bcaflazznya kayak notenya hadeeeeeeeeeeeeeeeeeeeeeeh jual ramah negor bicara return olah complaint direturn ganti duit kritik biar depan maaf sok butuh beli sumpah kesal banget jual sombong parah,Negative
1498,1498,kirim,Negative
1499,1499,rebu video in pas unboxing tugas qc cek teliti kirim lengkap parahhh,Negative
1500,1500,jelek,Negative
1501,1501,beli rusak tukar pakai belit atur capek,Negative
1502,1502,bolong bolong minyak jelek,Negative
1503,1503,mulus bekas tekuk beli sampah,Negative
1504,1504,aduh lem double tapenya,Negative
1505,1505,checkout procecor admin suruh beli bubblewrap biar aman checkout bubblewrap beli pas paket bubble wrap wkwk kocak toko prosesor dicheckout aduh,Negative
1506,1506,tidak jelas,Negative
1507,1507,murah bubble wrap tipis kira tebal sesal order mari,Negative
1508,1508,rak tudung bubble celana baca pesan pikir,Negative
1509,1509,lap lap kardus minimal,Negative
1510,1510,amanah,Negative
1511,1511,pesan kirim,Negative
1512,1512,bahan tipis jelek,Negative
1513,1513,gulung ambil tampak potong mencong mencong jual untung,Negative
1514,1514,servicenya buruk,Negative
1515,1515,layan buruk belanja tokopedia kirim order juli agustus order konfirmasi proses agustus estimasi agustus itu konfirmasi proses rekan complaint rekan lambat konfirmasi kirim order lambat suruh cek resi sungguh baca review toko official kasih bad review manajemen toko official deli stationary benah operasional training rekan biar pintar tanggap customer pakai embel embel toko official layan rugi customer,Negative
1516,1516,kertas origami post it,Negative
1517,1517,tidak jelas,Negative
1518,1518,beli bareng sale kirim via grabsend tapiii biaya parkir driver aneh banget,Negative
1519,1519,penyok kardus beli pensil warna bekas,Negative
1520,1520,order packing rapi lilin tulis ulang rentan patah masuk kardus kirim cepat pes lengkap kualitas bagus balon bocor lilin tulis ulang patah anak bungsu senaaaaang terima kasih,Positive
1521,1521,bagus kirim cepat seller ramah tooop,Positive
1522,1522,bagus kertas deskripsi,Positive
1523,1523,bagus banget sesuai ngomongngomong beli s and s,Positive
1524,1524,cantik kertas kado packaging deliverynya mantap langgan toko,Positive
1525,1525,produk pesan langgan kirim cepat terima kasih store,Positive
1526,1526,cepat top seller responsif,Positive
1527,1527,lupa guys order toko,Positive
1528,1528,bagusssss bangeeettttt,Positive
1529,1529,mantap oke pesta sederhana ramai order terima kasih seller tokped kirim,Positive
1530,1530,beli puas lebihin pngiriman cepat pokok mantap,Positive
1531,1531,mantappp,Positive
1532,1532,bagus balon rekat dinding atap seller responsif kirim pesan pesan siang pesan dilebihin,Positive
1533,1533,mantabbbb bagus berkuslitass topp dahhh,Positive
1534,1534,mantaaaaaaaaaaap produk original pokok recomended seller,Positive
1535,1535,mmmaaaannnnttttaaapppp,Positive
1536,1536,pakai lem hati pasti tata balon pasang cabut cabut risiko pecah mantap rekat,Positive
1537,1537,puas error kurir pakai gerak cepat seller respon banget cari solusi order ulang pelit kasih tambah dikit terima kasih kak jaya toko,Positive
1538,1538,mantap tempel,Positive
1539,1539,toko baik sih order anak ulang pesan printilannya anak ulang beli mantap,Positive
1540,1540,fastresp ramah kirim gerak cepat lv dikaskh balon pompa sih moga uang bocor,Positive
1541,1541,sukaaaaaaaaaaaaaaa lucuuuuuu,Positive
1542,1542,terima kasih barang bagus banget packing rapi tekomended,Positive
1543,1543,paking rapi lap lapis kirim cepat pas pcs mantulllllllllllll langgan malam takbir pesan,Positive
1544,1544,mantaaaappp tersumet sempurna,Positive
1545,1545,puas error kurir pakai gerak cepat seller respon banget cari solusi order ulang pelit kasih tambah dikit terima kasih kak jaya toko,Positive
1546,1546,rekomended packing bubble warp order harga cebann niceee,Positive
1547,1547,keren layan beli lilin servicenya bagus super cepat pesan eeeh siang,Positive
1548,1548,cocok meong pokok,Positive
1549,1549,top banget,Positive
1550,1550,bagus lilin kakak lilin sultan,Positive
1551,1551,puas jual fast respon alhamdulillah butuh lilin kirim anak ku ulang beli perlengkapannga insyaallah,Positive
1552,1552,terima kasih toko lupa beli lilin ulang h syukur puji tuhan lilin kirim kota,Positive
1553,1553,designnya bagus kirim cepat kualitas bagus scan kartu uno asli mudah mudah tukar kayak repeat order pakai design terima kasih seller,Positive
1554,1554,cakap banget mulus ekspektasi terima kasih,Positive
1555,1555,jual bagus kurir juara mantap sukses kakak,Positive
1556,1556,mantap paket terima kasih gansukses juragan,Positive
1557,1557,bagus gambar coba top up nfc handphone terima kasih seller,Positive
1558,1558,selamat deskripsi produk packing oke recommended seller,Positive
1559,1559,mantap jiwo terima kasih juragan produk terima sukses,Positive
1560,1560,seller jujur beli stok kosong info kirim satu nunggu pikir selesai gampang buyer refund rugi ongkos kirim,Negative
1561,1561,gambar kualitas harga murah kapok belanja,Negative
1562,1562,mentang mentang beli ngepasin uang kasih bekas rekat bekas leku murah profesional jual,Negative
1563,1563,toko jujur ket suruh pakai kardus biar kirim aman include kardus rusak bawah jebol aneh kode unik masuk akun masuk akun toko jujur kotak susu bagus utuh penyok,Negative
1564,1564,toko status official store toko profesional chatt sedia desember jam admin ready jam toko layan buyer rating jelek toko proferional order sore kirim desember jam siang informasi kosong order kirim desember saran order packing tambah aman kirim penuh padhal toko biaya tambah packing kardus itu harga barang murah buyer transaksi toko terima kasih,Negative
1565,1565,kesan baikparkiran gojek tanggung pembelikapok beli toko lagisemoga lancar bos,Negative
1566,1566,bolong coy packing parah bgttttt lakban robek cabut,Negative
1567,1567,gampang lepas tempel,Negative
1568,1568,admin toko sopan santun cari solusi emosional hina beli etika sekolah x,Negative
1569,1569,kapok beli kembang api toko bilang,Negative
1570,1570,jumbo buka ukur kardus,Negative
1571,1571,jual komunikatif kosong ganti konfirmasi beli time jual layan tingkat mas informasiin beli kosong enak udel main ganti situ ribet rugi balikin ganti ongkirnya yakhan,Negative
1572,1572,selller aneh berangkat tokped baru gagal pick up bilang jujur paket dipick up bilang berangkat,Negative
1573,1573,toko pakai kasih mati jual,Negative
1574,1574,produk paket,Negative
1575,1575,pesan lilin angka kirim angka angka beli jlalasin angka kirim foto buang pakai tunggu tau tau buka kirim beli pesan blajarlah teliti kirim,Negative
1576,1576,foto pas lilunnya buanged ukur,Negative
1577,1577,pecah lilin pekejing aman,Negative
1578,1578,pesan lilin kasih balik angka sumbu kacau fatal banget cek kirim customer,Negative
1579,1579,lilin rusak goldnya,Negative
1580,1580,kirim lilin beli,Negative
1581,1581,barang,Negative
1582,1582,lilin tdksesuai gambar angka gambar tani angka,Negative
1583,1583,fungsi,Negative
1584,1584,kacau chat chat chipnya lainlain suruh tulis email oke tulis email lebarr kasih contoh gambar posisi requestnya kecewa sesal beli reviewnya beli harga mahal layan,Negative
1585,1585,pesan hitam bareng kirim hitam bareng bareng kosong info,Negative
1586,1586,beli kirim,Negative
1587,1587,gantung tipis rentan patah pakai rusak,Negative
1588,1588,berbededa foto,Negative
1589,1589,diphoto jepit buka tutup pas kirim,Negative
1590,1590,lem paket,Negative
1591,1591,saya tidak terima barang,Negative
1592,1592,aneh sih seller ditambahin x rb lapis lapis bubble gulung rban seller jual bubble jual vga,Negative
1593,1593,suruh bubble wrap bubble wrap paking erti,Negative
1594,1594,buble wrap tipis packingan nya,Negative
1595,1595,paksa beli checkout hati hati toko,Negative
1596,1596,kirim mohon perhati,Negative
1597,1597,lem rekat,Negative
1598,1598,packing kardus susu penyok kemas ngepres kardus biar kardus tekan kemas susu rusak,Negative
1599,1599,order pakai kardus kirim pakai plastik,Negative
1600,1600,cepat kemas bagus barang bagus,Positive
1601,1601,produk kualitas bagusberfungsi,Positive
1602,1602,cepat pesan oke,Positive
1603,1603,produk fungsi,Positive
1604,1604,packaging aman bagus deskripsi,Positive
1605,1605,mantap barang kokoh kualitas pesan,Positive
1606,1606,waahh keren mantap barangnyapengiriman cepat nyampethanks juragan,Positive
1607,1607,pesan seller responsif kirim cepat terima kasih seller tokopedia moga sukses,Positive
1608,1608,paket terima kemas rapi rajin terima kasih moga sukses,Positive
1609,1609,efektif bunuh hama deskripsi packaging aman bagus,Positive
1610,1610,mantap oke,Positive
1611,1611,kirim cepat barang lengkap pesan,Positive
1612,1612,cepat produk fungsi,Positive
1613,1613,fungsi terima kasih,Positive
1614,1614,alhamdulillah paket cepat jual ramah moga sukses,Positive
1615,1615,cas aki fungsi aki bagus cas lumayan titip cas pinggir py moga awet sukses seller,Positive
1616,1616,bagus cepat aman,Positive
1617,1617,efektif nyaring kotor mantap jernih air,Positive
1618,1618,produk original efektif nyaring kotor produk fungsi deskripsi,Positive
1619,1619,mudah pasang,Positive
1620,1620,selamat,Positive
1621,1621,deskripsi produk original packaging bagus,Positive
1622,1622,deskripsi produk original warna awet packaging bagus,Positive
1623,1623,mantap cepat kualitas cakap,Positive
1624,1624,adminnya ramah banget asli jawab gerak cepat banget,Positive
1625,1625,cat mantap kirim cepat,Positive
1626,1626,alhamdulillah pesan cat proses cepat tanggap,Positive
1627,1627,pesan kualitas ragu ulang ngecatnya harga saing moga awet,Positive
1628,1628,kualitas bagus harga jangkau,Positive
1629,1629,harga affordable respon seller cepat kirim warna cat ngapur mantap,Positive
1630,1630,bagus cat mantap,Positive
1631,1631,harga murah qualitas respon cepat kirim cepat,Positive
1632,1632,respon seller cat bau warna order cheese cruse paking moga pas aplikasi kecewa hasil gosend terima kasih,Positive
1633,1633,produk original deskripsi bahan tebal ponakan suka,Positive
1634,1634,mantap murah terima kasih kak terima kasih abang kurir pasang,Positive
1635,1635,kirim cepat barang oke deskripsi terima kasih,Positive
1636,1636,bahan tebal deskripsi kirim cepat,Positive
1637,1637,pasang bagus,Positive
1638,1638,produk original deskripsi bahan tebal keren,Positive
1639,1639,kirim cepat deskripsi terima kasih,Positive
1640,1640,kirim,Negative
1641,1641,pelatuk bagus nyala,Negative
1642,1642,pasang fungsi,Negative
1643,1643,besi ganjal kunci,Negative
1644,1644,plastik harga kualitas,Negative
1645,1645,kualitas barang kecewa,Negative
1646,1646,expektasi bahan toolsnya gambar kuat pas besi kokoh harga murah kecewa harga asli kecewa beli pasang harga wajar,Negative
1647,1647,colok listrik lampu baterai full cas aki fungsi alat,Negative
1648,1648,fungsi kecewa banget,Negative
1649,1649,fungsi aki normal beli cas led indikator,Negative
1650,1650,bocor sambung karet keran bocor drat rapat rapat mentok,Negative
1651,1651,alir air lancar,Negative
1652,1652,filter canggih air,Negative
1653,1653,lem pipa rekat ngelem sepatu kecewa,Negative
1654,1654,lem kuat,Negative
1655,1655,kecewa produk encer cat kali harga tentu kwalitas,Negative
1656,1656,kualitas buruk isi penuh lapis rata hasil rugi bayar ongkos tukang beli cat merek harga bohong,Negative
1657,1657,pesan gold putih kecewa,Negative
1658,1658,kecewa parah,Negative
1659,1659,kecewa lembar warna beda kilas motif pasang beda rate rate jual,Negative
1660,1660,kali beli online kecewa beli pcs pcs ongkirnya lumayan mahal berat,Negative
1661,1661,kecewa rusak reseler jual amanah jual amanah kak biar berkah,Negative
1662,1662,tipiskecewa,Negative
1663,1663,benyek benyek rusa ganti emas buruk harap ajar,Negative
1664,1664,terima kasih lecek pesan lembar melitut bungkus bareng list pesan kecewa banget not rekomend seller,Negative
1665,1665,recomend order kirim kecewa,Negative
1666,1666,pesan proses cepat sayang filter saring kotor sembur air mantap tuju beli saring kotor,Negative
1667,1667,diiklanin air loyo,Negative
1668,1668,packing parah masuk kantong plastik hitam kardus lakban ikat biarpun kirim cepat packing kecewa tes moga fungsi,Negative
1669,1669,filter showerhead merek palsu kecewa sila coba,Negative
1670,1670,kecewa banget packing aman expedisi asalasalan produk cacat bekas baut buka bareng body bekas lecet tombol power patah,Negative
1671,1671,segel orion tp kunci foto kemas coba komplain serta video unboxing kurir pikir situsetahu produk segel jamin komplit paksa beli kunci kecewa,Negative
1672,1672,kirim lengkap sayang unboxing video anggap belanja seller kecewa dichat seller info difollow up tim tindak seller jamin muas,Negative
1673,1673,kecewa battery fungsi,Negative
1674,1674,lusuh bekas cacat bodi segel original beli agen online resmi kecewa,Negative
1675,1675,kecewa tes sblom kirim satu bareng ringan beli ace brgnya,Negative
1676,1676,kecewa sekal,Negative
1677,1677,seller menggapangkan sepele beli kirim layan muas seller bilang wajar kirim diskon kirim pas pick up gagal pick up follow up seller complain kerjain kirim kualitas standar inti beli jenis sesal hubung seller,Negative
1678,1678,beli nano spray mic acc bagus kembali toko mic acc tukar toko mic acc tukar barang jelek tukar merek mixio wh lihat gambar toko mic acc barang murah mixio wh bagus beli tambah uang kirim saya mixio wh tipe kecewa sisa uang kembali toko mix acc chating patah patah jelas bagainana nasib sisa beli kirim mixio wh minta beli,Negative
1679,1679,kecewa harap basah air putar besarrr,Negative
1680,1680,terima barang gojek instan gojek toko komplain by sistem ubah dana terus jual aneh bantu tokopedia care tahu kirim rumah kece,Negative
1681,1681,barang fungsi mesti,Negative
1682,1682,alat fungsi pasang instruksi pakai api pantik liquid gas,Negative
1683,1683,barli rutin minguu pcs kirim rusak kendor baut bahaya bocor gas bis sambar bocor jual sayang garansi costumer rugi jual tanggung jual cuan keluh costumer percaya ambil toko sayang layan muas costumer,Negative
1684,1684,jelek patah isi gas bocor,Negative
1685,1685,jelek mudah hancurdipakai ngebor rontok mata bor nyakaya besi l harga,Negative
1686,1686,kirim bor kirim kirim kotak buang buang ongkos kirim sengaja repot,Negative
1687,1687,pesan parah,Negative
1688,1688,expetasi kuatukuran kcl kayak main,Negative
1689,1689,quality harga bohong,Negative
1690,1690,packing jelek casing penyok kualitas pas tempat,Negative
1691,1691,kualitas ala kadar obeng buka mur ujung mata kalah meletot padahalur kencang bahan bagus,Negative
1692,1692,kualitas bagus,Negative
1693,1693,rusak kirim,Negative
1694,1694,susah banget pasang kuat tahan air,Negative
1695,1695,bagus kuat lem,Negative
1696,1696,chat balas kirim proses aktif habis kacaw,Negative
1697,1697,mahal kualitas lem aibon,Negative
1698,1698,lengket sepatu lem lem ubu repack,Negative
1699,1699,tipu jujur keciwa moga berkah,Negative
1700,1700,x belanja sanngat kecewa,Negative
1701,1701,tipu awas tipu reply kirim bukti tambah tokped spacenya bilang kirim bukti,Negative
1702,1702,warna putih kirim bening gasal mata sowek,Negative
1703,1703,pakai parah,Negative
1704,1704,batere rusak telepon marketing tunggu lanjut,Negative
1705,1705,kirim rusak aju komplain,Negative
1706,1706,rusak kirim,Negative
1707,1707,ikut prosedur guna lem lengket habis lem kering kasih lakban kayak prosedur sandal lem tarik jengkel,Negative
1708,1708,tipu jual nano apa basah becek mahal,Negative
1709,1709,produk kirim tombol putih atur semprot fungsi garansi,Negative
1710,1710,bahan kulit iklan,Negative
1711,1711,sepatu kirim order warna ukur beda komplain ribet order titip,Negative
1712,1712,sepatu kulit,Negative
1713,1713,buruk sepatu kulit lebih ongkos kirim,Negative
1714,1714,sepatu hancurrrr,Negative
1715,1715,rekondisi jual jujur bos bekas direkondisi,Negative
1716,1716,pesan ukur xl kasih si,Negative
1717,1717,order dual glass kirim mono hddhh,Negative
1718,1718,palsu fungsi bahan kasar sakit pakai,Negative
1719,1719,fungsi,Negative
1720,1720,mantap fungsi mantap kirim cepat top,Positive
1721,1721,bagus gas torch flame gun jual fast respon kirim cepat produk original packaging bagus produk fungsi,Positive
1722,1722,harga murah kualitas layan atas recommended produk from recommended seller,Positive
1723,1723,jempol reseller produk,Positive
1724,1724,respond seller cepat kirim produk kualitas mantap,Positive
1725,1725,juragan pesan terima order oke aman bagus mantap terima kasih gan,Positive
1726,1726,recommended seller lapak pesananto markotop,Positive
1727,1727,solusi mogok produk recommended kualitas senang home servicenya senang pasangin bengkel,Positive
1728,1728,baik alat harga rb pakai kali tes wow mantap alat cabe rawit aki coba cas jam stater motor tua suka alat murah fungsi good,Positive
1729,1729,komen kali beli cat top banget,Positive
1730,1730,mantavv pesan joss,Positive
1731,1731,best pokok harga murah kualitas nomor,Positive
1732,1732,keren harga murah kualitas bagus layan seller responsif,Positive
1733,1733,cepat ng jam ng lapak tanggerang kirim cepat recomended,Positive
1734,1734,puas rekomen toko beli cat pilok kirim cepat cepat kilat moga beli toko amin terima kasih,Positive
1735,1735,terima baguuusss packing baguuusss penyok kirim cepat langgan recommended seller,Positive
1736,1736,mantap bet,Positive
1737,1737,packing okesdh beli disinisippppp,Positive
1738,1738,mantap produk original,Positive
1739,1739,alat mudah deskripsi packaging aman bagus pokok rekomend,Positive
1740,1740,respon delivery packing mantulbarang terima kasih,Positive
1741,1741,istimewa langgan toko agan ber kualitas packing perhati aman rusa apa,Positive
1742,1742,deskripsi produk original mudah pasang oke kirim cepat original ongkos kirim tokopedia pesan seller mantap paking ama senteso enak belanja ditokopedia dapaat bebas ongkos kirim bebas ongkos kirim ekstra,Positive
1743,1743,air segar tekan pas foto worth it layak laris,Positive
1744,1744,sekian beli mantap,Positive
1745,1745,suka bardi mati alat pas jam tidur rumah pakai alat bardi cctv akses mudah rumah keren,Positive
1746,1746,barang bagus deskripsi batu filter penuh mudah pasang moga awet kirim cepat seller recomended,Positive
1747,1747,mantap,Positive
1748,1748,kirim cepat packingan double mantap coba maknyus top,Positive
1749,1749,mantap gan produk original deskripsi produk fungsi,Positive
1750,1750,repeat order,Positive
1751,1751,bagusssss,Positive
1752,1752,serbaguna tajam deskripsi recommended seller,Positive
1753,1753,darat produk original deskripsi kemas rapi seller ramah fast respon kirim cepat pokok recomended terima kasih tokopedia terima kasih admin,Positive
