Category,Product Name,Seller,Location,Price,Overall Rating,Number Sold,Total Reviews,Link,Customer Rating,Review,Emotion,Sentiment
Perawatan Tubuh,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,Kino Store ID,Kota Tangerang,"Rp128,600",4.9,2501,1173,tokopedia.com/kinoindonesia/twinpack-instance-hand-sanitizer-alcohol-75-500-ml,1,"beli twinpack yg di kirim cm 1, mohon tanggung jawab nya ka... karena saya bayar dengan harga twinpack,",Fear,Negative
Perawatan Tubuh,Whisper Pembalut Wanita Regular Flow 40's,P&G Official Store,Jakarta Timur,"Rp50,800",4.9,11700,4349,https://www.tokopedia.com/pgofficialstore/whisper-pembalut-wanita-regular-flow-40-s,1,"Ini expiry date nya 2020? kok dijual. sayangnya aku ga ambil video unboxing nya. Soalnya yaa.. ga nyangka aja gitu. Judul tokonya ""official' store.. dan waktu check barcode, ga ada dong, ga keluar itemnya, beda dg produk satu lagi yg ke beli berbarengan.",Fear,Negative
Perawatan Tubuh,Whisper Pembalut Wanita Regular Flow 40's,P&G Official Store,Jakarta Timur,"Rp50,800",4.9,11700,4349,https://www.tokopedia.com/pgofficialstore/whisper-pembalut-wanita-regular-flow-40-s,1,lama banget sampainya. ga terlalu rekomen untuk beli. seminggu lebih sampainya.,Fear,Negative
Perawatan Tubuh,Whisper Pembalut Wanita Regular Flow 40's,P&G Official Store,Jakarta Timur,"Rp50,800",4.9,11700,4349,https://www.tokopedia.com/pgofficialstore/whisper-pembalut-wanita-regular-flow-40-s,1,"order dari tgl 26 Nov, baru sampai tgl 05 Dec 😥 padahal order dari official store.. itupun setelah kemarin saya follow up sendiri ke ekspedisinya karena status Di toped Masih menunggu pick up paket sampai pun tidak dipacking dengan aman, hanya selembar plastik & basah kena hujan.. kapok ga berani lagi belanja disini😔melulu 😫, dichat ke penjual, yang balas sistem dan hanya info masih menunggu pick up.",Fear,Negative
Perawatan Tubuh,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,Phirin Green Angelica,Jakarta Selatan,"Rp193,000",4.8,1362,585,https://www.tokopedia.com/greenangelicajkt/folti-baffi-cream-wajah-penumbuh-jenggot-jambang-kumis-pria-sdh-bpom,1,"Nyesel setengah mati beli ni produk, beli gara2 liat ulasannya kok positif semua.. sumpah ini krim baunya ga enak banget, kalo boleh digambarkan baunya itu perpaduan antara muntahan bayi dan minyak nyong2 om2, iya separah itu.. ini yg pada kasi ulasan idungnya pada mati rasa ato gmn ya 😫😫😫 .. pengiriman sih cepat dan bagus, but sorry, the product is a nightmare + very pricey.. tau gini gw ttp beli wak doyok yg wanginya jauh lbh enak dan jauh lbh murah.. this cream is really2 not recommended!",Fear,Negative
Perawatan Tubuh,Lux Hand Sanitizer Jasmine 50ml,Unilever Official Store,Kab. Tangerang,"Rp29,100",4.9,143400,5572,https://www.tokopedia.com/unilever/lux-hand-sanitizer-jasmine-50ml,1,"Order 30pcs datangnya 29pcs. Ketahuan nya setelah dibongkar dan diberesin masuk ke kotak, ada satu kemasan 5 yg isinya cuma 4!!! Complain ditolak, krn gaada video unboxing.. Ternyata Unilever Official Account pun tak bisa dipercaya.. 😤😤😤",Fear,Negative
Perawatan Tubuh,Lux Hand Sanitizer Jasmine 50ml,Unilever Official Store,Kab. Tangerang,"Rp29,100",4.9,143400,5572,https://www.tokopedia.com/unilever/lux-hand-sanitizer-jasmine-50ml,1,"pertama liat flash salenya langsung beli. ndak buka deskripsi dulu. I mean Unilever official store gitu. ternyata, expirednya sisa 4 bulan lagi. padahal dulu beli hand sanitizer merek sebelah pas sale juga tapi expirednya masih lama. pantes ini cepet banget diproses. biasanya 2 Hari baru diproses. ini cuma jeda beberapa menit. pelajaran penting. jangan percaya brand😑😑. tetep kudu baca review Dan deskripsi.",Fear,Negative
Perawatan Tubuh,Lux Hand Sanitizer Jasmine 50ml,Unilever Official Store,Kab. Tangerang,"Rp29,100",4.9,143400,5572,https://www.tokopedia.com/unilever/lux-hand-sanitizer-jasmine-50ml,1,"Saya membeli 20 item, dan yg saya terima hanya 10. sudah komplain tdk bisa karena memang saya video ulang dikarenakan video pertama tidak ke rekam.",Fear,Negative
Perawatan Tubuh,Lux Hand Sanitizer Jasmine 50ml,Unilever Official Store,Kab. Tangerang,"Rp29,100",4.9,143400,5572,https://www.tokopedia.com/unilever/lux-hand-sanitizer-jasmine-50ml,1,exp dekat padahal udah beli banyak buat di jual lagi... ini pengalaman klo harga miring mumer harus waspada .,Fear,Negative
Perawatan Tubuh,Lux Hand Sanitizer Jasmine 50ml,Unilever Official Store,Kab. Tangerang,"Rp29,100",4.9,143400,5572,https://www.tokopedia.com/unilever/lux-hand-sanitizer-jasmine-50ml,1,exp 26 april 2022 saya beli total kurang lebih 48pcs buat di jual lagi ... klo tau exp dekat g akan ambil .😭 sudah ini dpt zonk segitu banyak mo dipakai sendiri g bakal habis sampai exp,Fear,Negative
Perawatan Tubuh,Lux Hand Sanitizer Jasmine 50ml,Unilever Official Store,Kab. Tangerang,"Rp29,100",4.9,143400,5572,https://www.tokopedia.com/unilever/lux-hand-sanitizer-jasmine-50ml,1,pesen 10 dikirim 4,Fear,Negative
Perawatan Tubuh,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Unilever Official Store,Kab. Tangerang,"Rp76,900",4.9,10000,4973,https://www.tokopedia.com/unilever/lifebuoy-shampo-anti-ketombe-anti-dandruff-milknutristrong-900ml,1,"jangan mau beli disini.. kemasan nya jelek, barang sampai dalam keadaan pecah dan seller nya gk mau tanggung jawab",Fear,Negative
Perawatan Tubuh,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Unilever Official Store,Kab. Tangerang,"Rp76,900",4.9,10000,4973,https://www.tokopedia.com/unilever/lifebuoy-shampo-anti-ketombe-anti-dandruff-milknutristrong-900ml,1,"sangat tidak recomanded, Harga promo tp masih tetap mahal dari toko sebelah bahkan lapak online lain nya. Official store mempermainkan harga 😡, mau monopoli tokopedia 😡",Fear,Negative
Perawatan Tubuh,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Unilever Official Store,Kab. Tangerang,"Rp76,900",4.9,10000,4973,https://www.tokopedia.com/unilever/lifebuoy-shampo-anti-ketombe-anti-dandruff-milknutristrong-900ml,1,Sy pesan 1 shampoo dan 2 body wash. Yg sy terima hanya 2 body wash. Shampoo tdk sy terima. Salah sy tdk membuat video unboxing (karena percaya sj dgn seller official). Win win solution sy berikan bintang 1. Terima ksh,Fear,Negative
Perawatan Tubuh,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,L'Oreal Professionnel Official Store,Jakarta Barat,"Rp381,000",4.9,3517,1804,https://www.tokopedia.com/lorealprofessionnel/l-oreal-professionnel-serioxyl-denser-hair-serum-rambut-rontok?src=topads,1,"saya beli L'oreal serioxyl nya, malah ga ada. yg datang malah giftnya aja..ini gmn sih official account lho padahal",Fear,Negative
Perawatan Tubuh,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,L'Oreal Professionnel Official Store,Jakarta Barat,"Rp381,000",4.9,3517,1804,https://www.tokopedia.com/lorealprofessionnel/l-oreal-professionnel-serioxyl-denser-hair-serum-rambut-rontok?src=topads,1,packingan barangnya berantakan tdk rapi sm skali,Fear,Negative
Perawatan Tubuh,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,L'Oreal Professionnel Official Store,Jakarta Barat,"Rp381,000",4.9,3517,1804,https://www.tokopedia.com/lorealprofessionnel/l-oreal-professionnel-serioxyl-denser-hair-serum-rambut-rontok?src=topads,1,"Cukup sy yg di rugikan , krn brg yg dtg sy tdk vidio in , orderan sy ada 3 Yg dtg cuma 2, tp gift dpt 3 Brg uda mahal , di komplen pun gak bs",Fear,Negative
Perawatan Tubuh,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,L'Oreal Professionnel Official Store,Jakarta Barat,"Rp381,000",4.9,3517,1804,https://www.tokopedia.com/lorealprofessionnel/l-oreal-professionnel-serioxyl-denser-hair-serum-rambut-rontok?src=topads,1,Admin slow response. Konfirmasi ketersediaan barang lama sekali. Bonus gift yg dikirim juga ga sesuai,Fear,Negative
Perawatan Tubuh,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,L'Oreal Professionnel Official Store,Jakarta Barat,"Rp381,000",4.9,3517,1804,https://www.tokopedia.com/lorealprofessionnel/l-oreal-professionnel-serioxyl-denser-hair-serum-rambut-rontok?src=topads,1,"dikasi bonus gratisan hair mask serie expert, tapi uda expire barangnya, pas dipake bikin kepala ketombean.. kl ga niat ngasih gratisan, mending ga usah sih drpd bikin rusak rambut orang",Fear,Negative
Perawatan Tubuh,L'Oreal Paris Extraordinary Oil Gold,L'oreal Paris,Kota Tangerang Selatan,"Rp112,000",4.9,17400,7383,https://www.tokopedia.com/lorealparis/l-oreal-paris-extraordinary-oil-gold,1,barang datang tidak lengkap. yidak akan pernah belanja lagi di toko remi loreal,Fear,Negative
Perawatan Tubuh,L'Oreal Paris Extraordinary Oil Gold,L'oreal Paris,Kota Tangerang Selatan,"Rp112,000",4.9,17400,7383,https://www.tokopedia.com/lorealparis/l-oreal-paris-extraordinary-oil-gold,1,"saya belum terima barang sampai tgl 26 pdhl diperkirakan sampai tanggal 23. status pengiriman sudah sampai di pembeli padahal belum, minta update 3 hari jawaban sama aja. saya minta uang saya kembali aja.",Fear,Negative
Perawatan Tubuh,L'Oreal Paris Extraordinary Oil Gold,L'oreal Paris,Kota Tangerang Selatan,"Rp112,000",4.9,17400,7383,https://www.tokopedia.com/lorealparis/l-oreal-paris-extraordinary-oil-gold,1,"Expirednya bulan 6 sekarang bulan 9 coba dikonfirmasi dulu habis kek gitu ga malu kah toko resmi, ambil pahalanya aja malas ongkir bolak balik👎👎👎",Fear,Negative
Perawatan Tubuh,HMNS Perfume - Farhampton 100ml,HMNS Perfume,Jakarta Pusat,"Rp363,000",4.9,10100,5925,https://www.tokopedia.com/hmnsperfume/hmns-perfume-farhampton-100ml,1,Pengiriman pertama leak sampai isi habis dikirim barang pengganti masih leak parfum habis juga dua kali dapet botol kosong,Fear,Negative
Perawatan Tubuh,L'Oreal Paris Extraordinary Oil Gold,L'oreal Paris,Kota Tangerang Selatan,"Rp112,000",4.9,17400,7383,https://www.tokopedia.com/lorealparis/l-oreal-paris-extraordinary-oil-gold,1,barang tdk diterima. pengembalian dana tdk diterima. dan saya disuruh urus sendiri ke toped.,Fear,Negative
Perawatan Tubuh,L'Oreal Paris Extraordinary Oil Gold,L'oreal Paris,Kota Tangerang Selatan,"Rp112,000",4.9,17400,7383,https://www.tokopedia.com/lorealparis/l-oreal-paris-extraordinary-oil-gold,1,pesen 2 kok yg dateng cuma 1?tolong di cek ulang donk...,Fear,Negative
Perawatan Tubuh,ADIDAS Get Ready Eau De Toilette 100ml,Adidas Body Care,Jakarta Utara,"Rp147,000",4.9,3134,2071,https://www.tokopedia.com/adidasbodycare/adidas-get-ready-eau-de-toilette-100ml,1,"catatan: saya beli produk ini karna hadiahnya penting: hal yang perlu diperhatikan jika mengadakan hadiah/promo mesti transparan apakah hadiahnya atau tidak, apa lagi yang sangat disayangkan akun oficial store, dari pihak toko pedia juga mesti meninjau, apakah promosi ini transparan atau menjebak semoga tidak lagi yang kecewa seperti saya😭",Fear,Negative
Perawatan Tubuh,Hand Sanitizer Cair 1 Liter PURELIZER Aseptic 1L [ Izin KEMENKES RI ],Purelizer,Kota Tangerang Selatan,"Rp70,000",4.9,9054,4663,https://www.tokopedia.com/purelizer/hand-sanitizer-cair-1-liter-purelizer-aseptic-1l-izin-kemenkes-ri,1,Produk nya bocor karena packing nya krg bgs. Dr dus luar nya aja basah sampe ke dlm. Isi botol habis stengah nya. Mungkin bisa jadi masukkan buat seller supaya lain kali bisa packing yg lbh aman.,Fear,Negative
Perawatan Tubuh,Hand Sanitizer Cair 5 Liter PURELIZER Aseptic 5L [ Izin KEMENKES RI ],Purelizer,Kota Tangerang Selatan,"Rp250,000",4.9,40300,19700,https://www.tokopedia.com/purelizer/hand-sanitizer-cair-5-liter-purelizer-aseptic-5l-izin-kemenkes-ri,1,"terima kasih barang sudah di terima, tapi lain kali tolong di packing yang baik, soalnya yang saya terima hanya 1/2 aja",Fear,Negative
Perawatan Tubuh,HMNS Perfume - Farhampton 100ml,HMNS Perfume,Jakarta Pusat,"Rp363,000",4.9,9876,5757,https://www.tokopedia.com/hmnsperfume/hmns-perfume-farhampton-100ml,1,"baunya pasaran, prtama kali pakai semua orang sekitar gue sakit kepala.. jangan trlalu expektasi tinggi... rugi kalian harga segitu..",Fear,Negative
Perawatan Tubuh,HMNS Perfume - Farhampton 100ml,HMNS Perfume,Jakarta Pusat,"Rp363,000",4.9,9876,5757,https://www.tokopedia.com/hmnsperfume/hmns-perfume-farhampton-100ml,1,parfum datang kondisi terbungkus rapi namun saya curiga kenapa tercium aromanya sampai keluar padahal belom dibuka sama sekali dari kardus luarnya. begitu saya buka kardus luar ternyata kardus dalamnya basah kemudian saya buka dan didalamnya isi parfum tinggal sedikit sekali.. saya tidak tahu yg bermasalah di oengemasan atau pengiriman. mohon bisa dievaluasi lagi terimakasih,Fear,Negative
Perawatan Tubuh,LOVELI SUGAR WAX | WAXING | PENCABUT BULU |FREE 5 KAIN WAX+2 SPATULA,Loveli Sugar Wax,Kota Bekasi,"Rp39,900",4.9,9645,4454,https://www.tokopedia.com/lovelisugarwax/loveli-sugar-wax-waxing-pencabut-bulu-free-5-kain-wax-2-spatula,1,kemasan hancurrr pecah berantakan... ga jadi kepakai... ssmoga kedepannya lebih safety lagi packingnya...,Fear,Negative
Perawatan Tubuh,HMNS Perfume - Farhampton 100ml,HMNS Perfume,Jakarta Pusat,"Rp363,000",4.9,10100,5925,https://www.tokopedia.com/hmnsperfume/hmns-perfume-farhampton-100ml,1,parfum datang kondisi terbungkus rapi namun saya curiga kenapa tercium aromanya sampai keluar padahal belom dibuka sama sekali dari kardus luarnya. begitu saya buka kardus luar ternyata kardus dalamnya basah kemudian saya buka dan didalamnya isi parfum tinggal sedikit sekali.. saya tidak tahu yg bermasalah di oengemasan atau pengiriman. mohon bisa dievaluasi lagi terimakasih,Fear,Negative
Perawatan Tubuh,HMNS Perfume - Farhampton 100ml,HMNS Perfume,Jakarta Pusat,"Rp363,000",4.9,10100,5925,https://www.tokopedia.com/hmnsperfume/hmns-perfume-farhampton-100ml,1,"baunya pasaran, prtama kali pakai semua orang sekitar gue sakit kepala.. jangan trlalu expektasi tinggi... rugi kalian harga segitu..",Fear,Negative
Perawatan Tubuh,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,Dettol & Reckitt Home,Kota Tangerang Selatan,"Rp100,360",5,21000,8870,https://www.tokopedia.com/dettolstore/dettol-sabun-cuci-tangan-original-400ml-pouch-x-4-pcs,1,Baru pesan brg tdk sampai 20 menit kemudian mengajukan pembatalan malah ditolak. Padahal sy ingin memesan ulang krn salah menggunakan metode pembayaran. Pelayanan jelek sekali,Fear,Negative
Perawatan Tubuh,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,Dettol & Reckitt Home,Kota Tangerang Selatan,"Rp100,360",5,21000,8870,https://www.tokopedia.com/dettolstore/dettol-sabun-cuci-tangan-original-400ml-pouch-x-4-pcs,1,jangan beli produk di sini. tidak beres agen nya,Fear,Negative
Perawatan Tubuh,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,Dettol & Reckitt Home,Kota Tangerang Selatan,"Rp100,360",5,21000,8870,https://www.tokopedia.com/dettolstore/dettol-sabun-cuci-tangan-original-400ml-pouch-x-4-pcs,1,"Sdh claim percuma tidak ada prnggantian dan tgg jwb, pihak dettol blg kesalahan pengirim, dan byr insurance pun percuma tdk di ganti jg cape deh",Fear,Negative
Perawatan Tubuh,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,Dettol & Reckitt Home,Kota Tangerang Selatan,"Rp100,360",5,21000,8870,https://www.tokopedia.com/dettolstore/dettol-sabun-cuci-tangan-original-400ml-pouch-x-4-pcs,2,"official store sih bener, tapi begitu banyak komplen tentang packing, tetep masih di abaikan, berhubung barang nya Ok, ya masih ada yg mau beli, tolong para ATASAN perushaan ini, perhatikan bagian packingnya, jangan cuman asal packing,",Fear,Negative
Perawatan Tubuh,Kahf Revered Oud Eau de Toilette 35 ml,Kahf Official,Jakarta Selatan,"Rp70,000",4.9,32500,20600,https://www.tokopedia.com/kahfofficial/kahf-revered-oud-eau-de-toilette-35-ml,1,ketahanan wangi tidak seperti claim yg di sebutkan 12jam,Fear,Negative
Perawatan Tubuh,Kahf Revered Oud Eau de Toilette 35 ml,Kahf Official,Jakarta Selatan,"Rp70,000",4.9,32500,20600,https://www.tokopedia.com/kahfofficial/kahf-revered-oud-eau-de-toilette-35-ml,2,"packaging kurang, bisa diperbaiki lagi karena parfum tumpah",Fear,Negative
Perlengkapan Pesta & Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S023,HAPPY_TIME,Jakarta Utara,"Rp1,498",4.9,13600,291,https://www.tokopedia.com/happytimee/balon-foil-bando-karakter-mix-bando-anak-motif-hewan-headband-animal-1-s023,5,Mantap sesuai deskripsi. Terimakasih,Happy,Positive
Perlengkapan Pesta & Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S024,HAPPY_TIME,Jakarta Utara,"Rp1,498",4.9,13600,291,https://www.tokopedia.com/happytimee/balon-foil-bando-karakter-mix-bando-anak-motif-hewan-headband-animal-1-s024,5,sesuai order n deskripsi,Happy,Positive
Perlengkapan Pesta & Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S025,HAPPY_TIME,Jakarta Utara,"Rp1,498",4.9,13600,291,https://www.tokopedia.com/happytimee/balon-foil-bando-karakter-mix-bando-anak-motif-hewan-headband-animal-1-s025,5,"balonnya cakep, gampang ditiup juga thx seller",Happy,Positive
Perlengkapan Pesta & Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S026,HAPPY_TIME,Jakarta Utara,"Rp1,498",4.9,13600,291,https://www.tokopedia.com/happytimee/balon-foil-bando-karakter-mix-bando-anak-motif-hewan-headband-animal-1-s026,5,pesanan sdh mendarat..kualitas barang bagus...pengiriman cepat,Happy,Positive
Perlengkapan Pesta & Craft,BALON FOIL ASTRONOT UFO GALAXY SERIES HAPPY BIRTHDAY PESTA MURAH - B0569 UFO,HAPPY_TIME,Jakarta Utara,"Rp6,880",4.8,404,56,https://www.tokopedia.com/happytimee/balon-foil-astronot-ufo-galaxy-series-happy-birthday-pesta-murah-b0569-ufo,5,terimakasih,Happy,Positive
Perlengkapan Pesta & Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Jual Grosir Online,Kota Tangerang,"Rp12,900",4.7,3930,395,https://www.tokopedia.com/jualgrosironline/box-clover-segi-4-kotak-kado-hadiah-gift-makanan-cd-bingkisan,5,bagus . packing aman,Happy,Positive
Perlengkapan Pesta & Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Jual Grosir Online,Kota Tangerang,"Rp12,900",4.7,3930,395,https://www.tokopedia.com/jualgrosironline/box-clover-segi-4-kotak-kado-hadiah-gift-makanan-cd-bingkisan,5,"Bagus kotaknya, harga nya murah.. Pengiriman cepet...",Happy,Positive
Perlengkapan Pesta & Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Jual Grosir Online,Kota Tangerang,"Rp12,900",4.7,3930,395,https://www.tokopedia.com/jualgrosironline/box-clover-segi-4-kotak-kado-hadiah-gift-makanan-cd-bingkisan,5,Barang yg di pesan sesuai dan packing rapi,Happy,Positive
Perlengkapan Pesta & Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Kts Onlineshop,Jakarta Utara,Rp499,4.8,9969,794,https://www.tokopedia.com/ktsp/gantungan-kait-lengket-transparan-mudah-dipasang-kamar-mandi-dapur,5,"bagus, bisa nempel di kayu",Happy,Positive
Perlengkapan Pesta & Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Kts Onlineshop,Jakarta Utara,Rp499,4.8,9969,794,https://www.tokopedia.com/ktsp/gantungan-kait-lengket-transparan-mudah-dipasang-kamar-mandi-dapur,5,"Barang ori, harga murah, seller fast response, ramah, dan barang cepat sampai.",Happy,Positive
Perlengkapan Pesta & Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Kts Onlineshop,Jakarta Utara,Rp499,4.8,9969,794,https://www.tokopedia.com/ktsp/gantungan-kait-lengket-transparan-mudah-dipasang-kamar-mandi-dapur,5,"Pengiriman cepat, packing aman, barang bagus sesuai deskripsi, terimakasih",Happy,Positive
Perlengkapan Pesta & Craft,Kardus untuk keamanan packing,Toko Makmur Online,Kota Surabaya,"Rp1,030",4.8,8490,3864,https://www.tokopedia.com/tokomakmuronline/kardus-untuk-keamanan-packing,5,Barang diterima sesuai pesanan,Happy,Positive
Perlengkapan Pesta & Craft,Kardus untuk keamanan packing,Toko Makmur Online,Kota Surabaya,"Rp1,030",4.8,8490,3864,https://www.tokopedia.com/tokomakmuronline/kardus-untuk-keamanan-packing,5,"produk sesuai deskripsi, seller ramah & barang langsung dikirim",Happy,Positive
Perlengkapan Pesta & Craft,Kardus untuk keamanan packing,Toko Makmur Online,Kota Surabaya,"Rp1,030",4.8,8490,3864,https://www.tokopedia.com/tokomakmuronline/kardus-untuk-keamanan-packing,5,"thx Gan,barang sampai dengan selamat",Happy,Positive
Perlengkapan Pesta & Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Modifikasi Market,Jakarta Utara,"Rp15,999",4.8,3491,875,https://www.tokopedia.com/modifikasimarket/korek-api-elektrik-fingerprint-touch-led-sensor-rechargeable-import,5,barang sesuai pesanan,Happy,Positive
Perlengkapan Pesta & Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Modifikasi Market,Jakarta Utara,"Rp15,999",4.8,3491,875,https://www.tokopedia.com/modifikasimarket/korek-api-elektrik-fingerprint-touch-led-sensor-rechargeable-import,5,Pengiriman tepat waktu. Kondisi paket dan barang diterima dalam kondisi baik. Sudah dicoba dan berfungsi dengan baik. Terima kasih & Sukses selalu.,Happy,Positive
Perlengkapan Pesta & Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Modifikasi Market,Jakarta Utara,"Rp15,999",4.8,3491,875,https://www.tokopedia.com/modifikasimarket/korek-api-elektrik-fingerprint-touch-led-sensor-rechargeable-import,5,sdah sampai.. brang normal sesuai deskripsi.. pengiriman cepat..,Happy,Positive
Perlengkapan Pesta & Craft,PAKET properti foto / set aestetik photo produk / props foto SAF,SupplierAlasFoto,Kota Tangerang Selatan,"Rp32,725",4.9,280,103,https://www.tokopedia.com/supplieralasfoto/paket-properti-foto-set-aestetik-photo-produk-props-foto-saf?src=topads,5,mantap barang nyaa aman alhamdulillah,Happy,Positive
Perlengkapan Pesta & Craft,PAKET properti foto / set aestetik photo produk / props foto SAF,SupplierAlasFoto,Kota Tangerang Selatan,"Rp32,725",4.9,280,103,https://www.tokopedia.com/supplieralasfoto/paket-properti-foto-set-aestetik-photo-produk-props-foto-saf?src=topads,5,bagus dan puas,Happy,Positive
Perlengkapan Pesta & Craft,PAKET properti foto / set aestetik photo produk / props foto SAF,SupplierAlasFoto,Kota Tangerang Selatan,"Rp32,725",4.9,280,103,https://www.tokopedia.com/supplieralasfoto/paket-properti-foto-set-aestetik-photo-produk-props-foto-saf?src=topads,5,bagus reseller gercep bgt,Happy,Positive
Perlengkapan Pesta & Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,cakrawala sentosa,Jakarta Barat,"Rp68,000",4.9,601,209,https://www.tokopedia.com/cakrawalas/lilin-tealight-lilin-tungku-aromaterapi-lilin-pesta-type-303?src=topads,5,Pengiriman cepat dan barang diterima dalam kondisi baik,Happy,Positive
Perlengkapan Pesta & Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,cakrawala sentosa,Jakarta Barat,"Rp68,000",4.9,601,209,https://www.tokopedia.com/cakrawalas/lilin-tealight-lilin-tungku-aromaterapi-lilin-pesta-type-303?src=topads,5,barang sudah sampai dg selamat..packaging rapi..3-4 hari dari proses pemesanan sampai tiba di Malang..terima kasih 🙏,Happy,Positive
Perlengkapan Pesta & Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,cakrawala sentosa,Jakarta Barat,"Rp68,000",4.9,601,209,https://www.tokopedia.com/cakrawalas/lilin-tealight-lilin-tungku-aromaterapi-lilin-pesta-type-303?src=topads,5,"Kualitas mantap, pengiriman sangat cepat. Luar biasa..",Happy,Positive
Perlengkapan Pesta & Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,cakrawala sentosa,Jakarta Barat,"Rp68,000",4.9,601,209,https://www.tokopedia.com/cakrawalas/lilin-tealight-lilin-tungku-aromaterapi-lilin-pesta-type-303?src=topads,5,"lilinnya bagus, tidak berbau & tahan s/d 5 jam",Happy,Positive
Perlengkapan Pesta & Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,cakrawala sentosa,Jakarta Barat,"Rp68,000",4.9,601,209,https://www.tokopedia.com/cakrawalas/lilin-tealight-lilin-tungku-aromaterapi-lilin-pesta-type-303?src=topads,5,barang saya terima dgn baik dan benar dan tepat waktu,Happy,Positive
Perlengkapan Pesta & Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,cakrawala sentosa,Jakarta Barat,"Rp68,000",4.9,601,209,https://www.tokopedia.com/cakrawalas/lilin-tealight-lilin-tungku-aromaterapi-lilin-pesta-type-303?src=topads,5,packing nya rapi. brg pesanan dlm keadaan baik,Happy,Positive
Perlengkapan Pesta & Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,cakrawala sentosa,Jakarta Barat,"Rp68,000",4.9,601,209,https://www.tokopedia.com/cakrawalas/lilin-tealight-lilin-tungku-aromaterapi-lilin-pesta-type-303?src=topads,5,packaging rapi shg lilin datang tetap utuh response penjual cpt,Happy,Positive
Perlengkapan Pesta & Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,cakrawala sentosa,Jakarta Barat,"Rp68,000",4.9,601,209,https://www.tokopedia.com/cakrawalas/lilin-tealight-lilin-tungku-aromaterapi-lilin-pesta-type-303?src=topads,5,"Barang diterima dgn aman, respon cepat, paking rapi, waktu pengiriman lebih cepat dr jadwal. Makasih.",Happy,Positive
Perlengkapan Pesta & Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,cakrawala sentosa,Jakarta Barat,"Rp68,000",4.9,601,209,https://www.tokopedia.com/cakrawalas/lilin-tealight-lilin-tungku-aromaterapi-lilin-pesta-type-303?src=topads,5,"mantab, lilinya sesuai makasih ya",Happy,Positive
Perlengkapan Pesta & Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,cakrawala sentosa,Jakarta Barat,"Rp68,000",4.9,601,209,https://www.tokopedia.com/cakrawalas/lilin-tealight-lilin-tungku-aromaterapi-lilin-pesta-type-303?src=topads,5,"Produk sesuai, respon cepat, pengiriman cepat",Happy,Positive
